Program Kodu,Üniversite İsmi,Program İsmi,Başarı Sırası,Başarı Puanı
203190108,İSTANBUL MEDİPOL ÜNİVERSİTESİ,"İŞLETME VE YÖNETİM BİLİMLERİ FAKÜLTESİ
Lojistik Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",97.796,360.59059
110090263,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Halkla İlişkiler ve Reklamcılık
(4 Yıllık)",97.841,333.5701
204111578,MALTEPE ÜNİVERSİTESİ (İSTANBUL),"MİMARLIK VE TASARIM FAKÜLTESİ
Mimarlık (Burslu)
(4 Yıllık)",97.915,400.85937
202210335,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Rehberlik ve Psikolojik Danışmanlık (Burslu)
(4 Yıllık)",97.938,360.52602
208450830,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Moleküler Biyoloji ve Genetik (İngilizce) (Burslu)
(4 Yıllık)",97.946,400.82736
105810160,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,"FEN FAKÜLTESİ
Fotonik (İngilizce)
(4 Yıllık)",97.963,400.81551
200190056,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Beslenme ve Diyetetik (İngilizce) (Burslu)
(4 Yıllık)",97.974,400.80759
111900101,SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Bilgisayar Mühendisliği (İngilizce)
(4 Yıllık)",97.988,400.7956
108610043,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"EĞİTİM FAKÜLTESİ
Rehberlik ve Psikolojik Danışmanlık
(4 Yıllık)",98.075,360.47761
103510341,ERCİYES ÜNİVERSİTESİ (KAYSERİ),"MÜHENDİSLİK FAKÜLTESİ
Elektrik-Elektronik Mühendisliği
(4 Yıllık)",98.121,400.69061
300390252,LEFKE AVRUPA ÜNİVERSİTESİ (KKTC-LEFKE),"HUKUK FAKÜLTESİ
Hukuk (%50 İndirimli)
(4 Yıllık)",98.160,360.43929
202590237,İSTANBUL BİLGİ ÜNİVERSİTESİ,"MİMARLIK FAKÜLTESİ
Endüstriyel Tasarım (İngilizce) (Burslu)
(4 Yıllık)",98.191,400.6345
201910218,HALİÇ ÜNİVERSİTESİ (İSTANBUL),"MİMARLIK FAKÜLTESİ
Mimarlık (Burslu)
(4 Yıllık)",98.259,400.58749
104111261,GAZİ ÜNİVERSİTESİ (ANKARA),"TEKNOLOJİ FAKÜLTESİ
Metalurji ve Malzeme Mühendisliği
(4 Yıllık)",98.346,400.52493
110590031,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ (ANTALYA),"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",98.360,360.34738
202410698,İSTANBUL AYDIN ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Rehberlik ve Psikolojik Danışmanlık (Burslu)
(4 Yıllık)",98.410,360.3257
204810131,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK FAKÜLTESİ
Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli)
(4 Yıllık)",98.448,400.44338
206210325,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
İngiliz Dili ve Edebiyatı (İngilizce) (%50 İndirimli)
(4 Yıllık)",98.451,244.08669
202710702,İSTANBUL GELİŞİM ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Halkla İlişkiler ve Tanıtım (Burslu)
(4 Yıllık)",98.461,333.35729
103410793,EGE ÜNİVERSİTESİ (İZMİR),"HEMŞİRELİK FAKÜLTESİ
Hemşirelik
(4 Yıllık)",98.487,400.41912
106210495,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),"SÜRMENE DENİZ BİLİMLERİ FAKÜLTESİ
Gemi İnşaatı ve Gemi Makineleri Mühendisliği
(4 Yıllık)",98.506,400.40774
106610031,KIRIKKALE ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",98.564,360.26536
209410138,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Endüstri Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",98.568,400.35915
100110645,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Bilgisayar Mühendisliği
(4 Yıllık)",98.583,400.34234
108410248,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Küresel Siyaset ve Uluslararası İlişkiler (İngilizce) (UOLP-SUNY Binghamton) (Ücretli)
(4 Yıllık)",98.597,360.25507
202790641,İSTANBUL GELİŞİM ÜNİVERSİTESİ,"MÜHENDİSLİK-MİMARLIK FAKÜLTESİ
Elektrik-Elektronik Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",98.603,400.3309
103010364,DİCLE ÜNİVERSİTESİ (DİYARBAKIR),"ZİYA GÖKALP EĞİTİM FAKÜLTESİ
Sosyal Bilgiler Öğretmenliği
(4 Yıllık)",98.640,333.29632
106210829,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),"MÜHENDİSLİK FAKÜLTESİ
Endüstri Mühendisliği
(4 Yıllık)",98.653,400.293
110590022,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ (ANTALYA),"RAFET KAYIŞ MÜHENDİSLİK FAKÜLTESİ
Bilgisayar Mühendisliği (İngilizce)
(4 Yıllık)",98.698,400.25791
206010372,YAŞAR ÜNİVERSİTESİ (İZMİR),"MİMARLIK FAKÜLTESİ
Mimarlık (İngilizce) (Burslu)
(4 Yıllık)",98.713,400.24087
201410532,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ (İSTANBUL),"EĞİTİM FAKÜLTESİ
Rehberlik ve Psikolojik Danışmanlık (Burslu)
(4 Yıllık)",98.716,360.21109
111091158,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (İSTANBUL),"GÜLHANE HEMŞİRELİK FAKÜLTESİ
Hemşirelik (Ankara)
(4 Yıllık)",98.736,400.21983
205410538,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Malzeme Bilimi ve Nanoteknoloji Mühendisliği (%50 İndirimli)
(4 Yıllık)",98.805,400.15254
203190076,İSTANBUL MEDİPOL ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik (İngilizce) (Burslu)
(4 Yıllık)",98.817,400.14676
203511153,İZMİR EKONOMİ ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
İnşaat Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",98.818,400.14639
101510674,BALIKESİR ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Bilgisayar Mühendisliği
(4 Yıllık)",98.842,400.12438
105761221,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,"GEMİ İNŞAATI VE DENİZCİLİK FAKÜLTESİ
Gemi ve Deniz Teknolojisi Mühendisliği
(4 Yıllık)",98.943,400.0415
201710653,İSTANBUL GEDİK ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Mekatronik Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",98.970,400.01388
200610596,BAŞKENT ÜNİVERSİTESİ (ANKARA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik (Burslu)
(4 Yıllık)",99.066,399.93888
105810129,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,"MÜHENDİSLİK FAKÜLTESİ
Gıda Mühendisliği (İngilizce)
(4 Yıllık)",99.095,399.90839
110010183,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,"İŞLETME FAKÜLTESİ
İşletme (İngilizce)
(4 Yıllık)",99.184,360.02107
107290667,MARMARA ÜNİVERSİTESİ (İSTANBUL),"TEKNOLOJİ FAKÜLTESİ
Siber Güvenlik Mühendisliği (M.T.O.K.)
(4 Yıllık)",99.244,399.78798
105690795,İSTANBUL ÜNİVERSİTESİ,"HEMŞİRELİK FAKÜLTESİ
Hemşirelik
(4 Yıllık)",99.350,399.69831
105810111,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,"MÜHENDİSLİK FAKÜLTESİ
İnşaat Mühendisliği (İngilizce)
(4 Yıllık)",99.375,399.6761
100790478,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"MANAVGAT SOSYAL VE BEŞERİ BİLİMLER FAKÜLTESİ
Yönetim Bilişim Sistemleri
(4 Yıllık)",99.437,359.91859
207651034,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),"ECZACILIK FAKÜLTESİ
Eczacılık (İngilizce) (%50 İndirimli)
(5 Yıllık)",99.470,399.6068
111810598,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"TEKNOLOJİ FAKÜLTESİ
Elektrik-Elektronik Mühendisliği
(4 Yıllık)",99.502,399.57515
108211133,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik
(4 Yıllık)",99.518,399.56291
209210063,ANKARA MEDİPOL ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Uluslararası Ticaret ve Finansman (Burslu)
(4 Yıllık)",99.734,359.79448
102710227,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Tarih
(4 Yıllık)",99.742,332.91062
201990727,HALİÇ ÜNİVERSİTESİ (İSTANBUL),"FEN-EDEBİYAT FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık (%25 İndirimli)
(4 Yıllık)",99.793,241.89746
300110625,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"MÜHENDİSLİK FAKÜLTESİ
Bilgisayar Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",99.804,399.31971
203851894,KAPADOKYA ÜNİVERSİTESİ (NEVŞEHİR),"UYGULAMALI BİLİMLER YÜKSEKOKULU
Havacılık Elektrik ve Elektroniği (Burslu)
(4 Yıllık)",100.203,398.95419
110110297,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),"İNŞAAT FAKÜLTESİ
Harita Mühendisliği
(4 Yıllık)",100.206,398.95322
202791166,İSTANBUL GELİŞİM ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Yönetim Bilişim Sistemleri (İngilizce) (Burslu)
(4 Yıllık)",100.239,359.57743
209000178,FENERBAHÇE ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Yazılım Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",100.264,398.89638
101110342,ANKARA ÜNİVERSİTESİ,"DİL VE TARİH COĞRAFYA FAKÜLTESİ
Urdu Dili ve Edebiyatı
(4 Yıllık)",100.293,241.08486
101411143,ATATÜRK ÜNİVERSİTESİ (ERZURUM),"TURİZM FAKÜLTESİ
Gastronomi ve Mutfak Sanatları
(4 Yıllık)",100.310,332.72006
107490370,MERSİN ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sosyal Bilgiler Öğretmenliği
(4 Yıllık)",100.382,332.69364
102910931,ÇUKUROVA ÜNİVERSİTESİ (ADANA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik
(4 Yıllık)",100.476,398.71648
104510065,GİRESUN ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Türkçe Öğretmenliği
(4 Yıllık)",100.515,332.6511
105490102,İSTANBUL MEDENİYET ÜNİVERSİTESİ,"SİYASAL BİLGİLER FAKÜLTESİ
Uluslararası İlişkiler (İngilizce)
(4 Yıllık)",100.565,359.44715
210000206,MUDANYA ÜNİVERSİTESİ (BURSA),"MÜHENDİSLİK, MİMARLIK VE TASARIM FAKÜLTESİ
Endüstri Mühendisliği (Burslu)
(4 Yıllık)",100.598,398.62073
102710245,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Radyo, Televizyon ve Sinema
(4 Yıllık)",100.619,332.61526
111490202,KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi
(4 Yıllık)",100.770,398.49249
200210722,ATILIM ÜNİVERSİTESİ (ANKARA),"İŞLETME FAKÜLTESİ
Siyaset Bilimi ve Kamu Yönetimi (Burslu)
(4 Yıllık)",100.848,359.3334
103110424,DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR),"MİMARLIK FAKÜLTESİ
Mimarlık
(4 Yıllık)",101.078,398.26326
202210330,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat (%50 İndirimli)
(4 Yıllık)",101.087,332.46031
202790479,İSTANBUL GELİŞİM ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Reklamcılık (Burslu)
(4 Yıllık)",101.112,332.45311
104111852,GAZİ ÜNİVERSİTESİ (ANKARA),"TEKNOLOJİ FAKÜLTESİ
Endüstriyel Tasarım Mühendisliği
(4 Yıllık)",101.121,398.22362
204110517,MALTEPE ÜNİVERSİTESİ (İSTANBUL),"MİMARLIK VE TASARIM FAKÜLTESİ
Mimarlık (İngilizce) (Burslu)
(4 Yıllık)",101.199,398.16459
210301963,İSTANBUL BEYKENT ÜNİVERSİTESİ,"MÜHENDİSLİK-MİMARLIK FAKÜLTESİ
Mimarlık (İngilizce) (Burslu)
(4 Yıllık)",101.204,398.16082
205850570,UFUK ÜNİVERSİTESİ (ANKARA),"HUKUK FAKÜLTESİ
Hukuk (%50 İndirimli)
(4 Yıllık)",101.204,359.19998
203410208,İSTANBUL TİCARET ÜNİVERSİTESİ,"İŞLETME FAKÜLTESİ
İşletme (Burslu)
(4 Yıllık)",101.230,359.18969
209210042,ANKARA MEDİPOL ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik (Burslu)
(4 Yıllık)",101.439,397.95867
109810038,UŞAK ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Türkçe Öğretmenliği
(4 Yıllık)",101.454,332.3409
105410187,İSTANBUL MEDENİYET ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Moleküler Biyoloji ve Genetik (İngilizce)
(4 Yıllık)",101.532,397.87585
200611646,BAŞKENT ÜNİVERSİTESİ (ANKARA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Teknoloji ve Bilgi Yönetimi (Burslu)
(4 Yıllık)",101.570,359.04231
104210129,GAZİANTEP ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Elektrik-Elektronik Mühendisliği (İngilizce)
(4 Yıllık)",101.652,397.78091
202910251,ALTINBAŞ ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Psikoloji (İngilizce) (Burslu)
(4 Yıllık)",101.684,358.99626
112410449,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,"MİMARLIK VE TASARIM FAKÜLTESİ
Mimarlık
(4 Yıllık)",101.726,397.72546
101110315,ANKARA ÜNİVERSİTESİ,"DİL VE TARİH COĞRAFYA FAKÜLTESİ
Sümeroloji
(4 Yıllık)",101.846,332.21687
202491045,İSTANBUL AYDIN ÜNİVERSİTESİ,"UYGULAMALI BİLİMLER FAKÜLTESİ
Havacılık Elektrik ve Elektroniği (İngilizce) (Burslu)
(4 Yıllık)",101.920,397.56363
105390405,İNÖNÜ ÜNİVERSİTESİ (MALATYA),"GÜZEL SANATLAR VE TASARIM FAKÜLTESİ
Gastronomi ve Mutfak Sanatları
(4 Yıllık)",102.016,332.1652
209110055,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),"MİMARLIK VE TASARIM FAKÜLTESİ
İç Mimarlık ve Çevre Tasarımı (Burslu)
(4 Yıllık)",102.071,358.83198
201110614,ÇANKAYA ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
İnşaat Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",102.141,397.3583
109190150,SİNOP ÜNİVERSİTESİ,"TURİZM FAKÜLTESİ
Gastronomi ve Mutfak Sanatları
(4 Yıllık)",102.217,332.10238
106690419,KIRIKKALE ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Psikoloji
(4 Yıllık)",102.279,358.74004
110910252,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,"ASBÜ-KUZEY KIBRIS YERLEŞKESİ (KKTC-LEFKOŞA)
Hukuk (%50 İndirimli)
(4 Yıllık)",102.346,358.71181
209710064,KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Bilgisayar Mühendisliği (Burslu)
(4 Yıllık)",102.430,397.11604
106210486,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),"SÜRMENE DENİZ BİLİMLERİ FAKÜLTESİ
Deniz Ulaştırma İşletme Mühendisliği
(4 Yıllık)",102.444,397.10668
106910249,KOCAELİ ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Halkla İlişkiler ve Tanıtım
(4 Yıllık)",102.466,332.01374
101110509,ANKARA ÜNİVERSİTESİ,"FEN FAKÜLTESİ
Matematik
(4 Yıllık)",102.467,397.09074
102710703,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"FEN FAKÜLTESİ
Moleküler Biyoloji ve Genetik (İngilizce)
(4 Yıllık)",102.540,397.02744
200851517,BEYKOZ ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE MİMARLIK FAKÜLTESİ
Bilgisayar Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",102.558,397.0195
200210052,ATILIM ÜNİVERSİTESİ (ANKARA),"FEN-EDEBİYAT FAKÜLTESİ
Matematik (İngilizce) (Burslu)
(4 Yıllık)",102.605,396.98494
205750148,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),"HAVACILIK VE UZAY BİLİMLERİ FAKÜLTESİ
Uçak Mühendisliği (İngilizce) (Ücretli)
(4 Yıllık)",102.709,396.90001
102610061,SİVAS CUMHURİYET ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",102.718,358.55314
103110672,DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR),"DENİZCİLİK FAKÜLTESİ
Denizcilik İşletmeleri Yönetimi (İngilizce)
(4 Yıllık)",102.837,358.51341
110410244,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,"BİLGİSAYAR VE BİLİŞİM FAKÜLTESİ
Bilgisayar Mühendisliği (İngilizce)
(4 Yıllık)",102.840,396.77453
210000339,MUDANYA ÜNİVERSİTESİ (BURSA),"MÜHENDİSLİK, MİMARLIK VE TASARIM FAKÜLTESİ
Bilgisayar Mühendisliği (Burslu)
(4 Yıllık)",102.859,396.76092
106910664,KOCAELİ ÜNİVERSİTESİ,"TEKNOLOJİ FAKÜLTESİ
Bilişim Sistemleri Mühendisliği
(4 Yıllık)",102.957,396.6913
109710745,BURSA ULUDAĞ ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik
(4 Yıllık)",102.959,396.68463
300190559,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"TURİZM FAKÜLTESİ
Gastronomi ve Mutfak Sanatları (Burslu)
(4 Yıllık)",102.967,331.84883
112700206,SAMSUN ÜNİVERSİTESİ,"BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ
Yapay Zeka ve Veri Mühendisliği
(4 Yıllık)",103.076,396.57989
202390878,İSTANBUL AREL ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Bilgisayar Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",103.260,396.4289
204790564,İSTANBUL OKAN ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Otomotiv Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",103.306,396.39711
208750204,İSTANBUL KENT ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi (Burslu)
(4 Yıllık)",103.313,396.39379
204190397,MALTEPE ÜNİVERSİTESİ (İSTANBUL),"İŞLETME VE YÖNETİM BİLİMLERİ FAKÜLTESİ
Uluslararası Ticaret ve Lojistik (İngilizce) (Burslu)
(4 Yıllık)",103.344,358.30325
108910252,SELÇUK ÜNİVERSİTESİ (KONYA),"EDEBİYAT FAKÜLTESİ
Fars Dili ve Edebiyatı
(4 Yıllık)",103.394,236.08413
201200227,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Psikoloji (Burslu)
(4 Yıllık)",103.498,358.24597
104810583,HACETTEPE ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Maden Mühendisliği (İngilizce)
(4 Yıllık)",103.572,396.18603
202090264,IŞIK ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Psikoloji (İngilizce) (Burslu)
(4 Yıllık)",103.695,358.1666
104810168,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EDEBİYAT FAKÜLTESİ
Sosyoloji
(4 Yıllık)",103.714,358.16178
200590164,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"MİMARLIK VE TASARIM FAKÜLTESİ
Endüstriyel Tasarım (İngilizce) (Burslu)
(4 Yıllık)",103.781,396
100910046,AMASYA ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",103.821,358.11727
204890132,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK FAKÜLTESİ
Yapay Zeka ve Veri Mühendisliği (İngilizce) (%50 İndirimli)
(4 Yıllık)",103.821,395.96616
203910787,KOÇ ÜNİVERSİTESİ (İSTANBUL),"HUKUK FAKÜLTESİ
Hukuk (Ücretli)
(4 Yıllık)",103.861,358.10445
204910218,PİRİ REİS ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK FAKÜLTESİ
Gemi İnşaatı ve Gemi Makineleri Mühendisliği (İngilizce) (%50 İndirimli)
(4 Yıllık)",103.878,395.9184
203411312,İSTANBUL TİCARET ÜNİVERSİTESİ,"İŞLETME FAKÜLTESİ
Havacılık Yönetimi (Burslu)
(4 Yıllık)",103.907,358.0866
107410066,MERSİN ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Rehberlik ve Psikolojik Danışmanlık
(4 Yıllık)",103.908,358.08629
104810723,HACETTEPE ÜNİVERSİTESİ (ANKARA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Çocuk Gelişimi
(4 Yıllık)",103.939,358.06892
100210035,ADIYAMAN ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",103.963,358.06251
100711037,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"EDEBİYAT FAKÜLTESİ
Coğrafya
(4 Yıllık)",104.057,331.51594
100710824,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"HEMŞİRELİK FAKÜLTESİ
Hemşirelik
(4 Yıllık)",104.086,395.75014
105710112,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,"MÜHENDİSLİK VE MİMARLIK FAKÜLTESİ
Mekatronik Mühendisliği (İngilizce)
(4 Yıllık)",104.236,395.64164
109290480,SÜLEYMAN DEMİREL ÜNİVERSİTESİ (ISPARTA),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Bilgisayar Mühendisliği
(4 Yıllık)",104.282,395.61425
200910115,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik (Burslu)
(4 Yıllık)",104.361,395.55756
209510037,ANKARA BİLİM ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık (%50 İndirimli)
(4 Yıllık)",104.416,234.48549
109790542,BURSA ULUDAĞ ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Almanca Öğretmenliği (KKTC Uyruklu)
(4 Yıllık)",104.446,234.43636
203190045,İSTANBUL MEDİPOL ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
İnşaat Mühendisliği (Burslu)
(4 Yıllık)",104.588,395.3867
205750101,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),"ANKARA HAVACILIK MESLEK YÜKSEKOKULU
Uçak Teknolojisi (Burslu)
(2 Yıllık)",104.602,422.83892
101010043,ANADOLU ÜNİVERSİTESİ (ESKİŞEHİR),"EDEBİYAT FAKÜLTESİ
Sanat Tarihi
(4 Yıllık)",104.612,331.33843
111372265,KONYA TEKNİK ÜNİVERSİTESİ,"BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ
Yazılım Mühendisliği
(4 Yıllık)",104.616,395.37026
103210017,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",104.646,357.80087
105610564,İSTANBUL ÜNİVERSİTESİ,"İKTİSAT FAKÜLTESİ
Maliye
(4 Yıllık)",104.704,357.78052
106770729,KIRKLARELİ ÜNİVERSİTESİ,"TURİZM FAKÜLTESİ
Gastronomi ve Mutfak Sanatları
(4 Yıllık)",104.715,331.3099
108990438,SELÇUK ÜNİVERSİTESİ (KONYA),"SİVİL HAVACILIK YÜKSEKOKULU
Uçak Gövde ve Motor Bakımı
(4 Yıllık)",104.745,395.24232
205090485,İSTANBUL TOPKAPI ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık (%50 İndirimli)
(4 Yıllık)",104.776,233.90032
202390983,İSTANBUL AREL ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Yazılım Mühendisliği (Burslu)
(4 Yıllık)",104.785,395.21016
103510429,ERCİYES ÜNİVERSİTESİ (KAYSERİ),"VETERİNER FAKÜLTESİ
Veteriner
(5 Yıllık)",104.800,395.19534
108610255,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"MÜHENDİSLİK FAKÜLTESİ
Elektrik-Elektronik Mühendisliği
(4 Yıllık)",104.806,395.19208
